hambase_bytes_txd_rxd,hit_rate,drop_rate,retransmit_rate,avg_latency
1002298,0.03225806451612903,0.0967741935483871,0.016129032258064516,0.26027251785714284
815683,0.037383177570093455,0.056074766355140186,0.028037383177570093,0.27821384158415824
1022170,0.050955414012738856,0.05732484076433121,0.025477707006369428,0.2893554391891891
929322,0.04854368932038835,0.043689320388349516,0.024271844660194174,0.27793741116751247
1013499,0.05,0.08076923076923077,0.023076923076923078,0.27831778242677807
1081081,0.04918032786885246,0.11475409836065574,0.029508196721311476,0.28457371111111096
1021023,0.052924791086350974,0.12813370473537605,0.03064066852367688,0.2922491022364214
1002193,0.06521739130434782,0.1497584541062802,0.026570048309178744,0.28095176420454515
1009449,0.06535947712418301,0.1394335511982571,0.02832244008714597,0.29360050126582266
950935,0.07407407407407407,0.12475633528265107,0.029239766081871343,0.29249904899777274
1018534,0.07719298245614035,0.11403508771929824,0.028070175438596492,0.28621371089108877
847099,0.07967479674796749,0.10569105691056911,0.026016260162601626,0.28574436909090856
1056444,0.07851851851851852,0.09925925925925926,0.025185185185185185,0.2836987894736836
937899,0.09166666666666666,0.09305555555555556,0.025,0.27856135834609436
450037,0.092,0.08933333333333333,0.025333333333333333,0.27509763543191734
893435,0.09737827715355805,0.08364544319600499,0.026217228464419477,0.27649845776566695
821194,0.10526315789473684,0.0783625730994152,0.025730994152046785,0.2739291332487303
877639,0.10694597574421169,0.07386990077177508,0.029768467475192944,0.276587084523809
969674,0.10684647302904564,0.06950207468879668,0.028008298755186723,0.2743894035674465
904778,0.10946745562130178,0.06607495069033531,0.026627218934911243,0.2723593062302001
1016106,0.11069767441860465,0.07069767441860465,0.025116279069767444,0.27173645345345265
950924,0.11702127659574468,0.0673758865248227,0.024822695035460994,0.2691754420152083
794185,0.12234494477485132,0.06457094307561598,0.026338147833474938,0.2724885213442316
905484,0.1278501628664495,0.06188925081433225,0.026058631921824105,0.27439184114583254
933945,0.12931034482758622,0.05956112852664577,0.02821316614420063,0.2797409874999993
830932,0.1351963746223565,0.05740181268882175,0.027945619335347432,0.2768897948717942
1661593,0.13444767441860464,0.07049418604651163,0.029796511627906978,0.2774701618451909
686173,0.14125874125874127,0.06783216783216783,0.02937062937062937,0.27509717329332267
533652,0.14634146341463414,0.06571815718157181,0.028455284552845527,0.2720826874546768
888874,0.1498371335504886,0.06319218241042346,0.028013029315960912,0.26996344575799663
872944,0.15350877192982457,0.06077694235588972,0.02694235588972431,0.2694706944629747
1018831,0.1635258358662614,0.059574468085106386,0.02735562310030395,0.26734060892049066
932020,0.16558632881555688,0.05774896876841485,0.027106658809664112,0.2652360750469037
1029194,0.16913439635535307,0.05922551252847381,0.02733485193621868,0.2640066967312343
1001346,0.17125550660792951,0.05892070484581498,0.02643171806167401,0.2623984125219421
720740,0.176345231752797,0.05700586041555674,0.02557272242940863,0.2600817248587565
783858,0.18069179143004646,0.055240061951471346,0.025296850800206504,0.25976426885245857
549146,0.18209255533199195,0.053822937625754526,0.02464788732394366,0.2605110701754382
653064,0.1839645843580915,0.05263157894736842,0.02459419576979833,0.2616269408099685
789502,0.18705035971223022,0.0513189448441247,0.023980815347721823,0.2597553852376135
540094,0.18846694796061886,0.050164088138771684,0.02390998593530239,0.266254139190523
872604,0.19241316270566727,0.04890310786106033,0.02330895795246801,0.2640047996155691
679790,0.19723337795626952,0.047746541722445336,0.022757697456492636,0.2630655009372067
679474,0.20034692107545535,0.04640069384215091,0.022116218560277536,0.2613231032287399
399014,0.20314492137696558,0.04547386315342117,0.021674458138546536,0.2588345160284947
781089,0.20481927710843373,0.044453676776069796,0.022434565849605317,0.2596338817391301
804778,0.2098865478119935,0.043354943273905995,0.02188006482982172,0.2577333252858955
560169,0.21391650099403578,0.04254473161033797,0.022266401590457258,0.2570683380398668
557882,0.21640625,0.041796875,0.021875,0.25609588707704817
566024,0.21954022988505748,0.04099616858237548,0.021839080459770115,0.25519383180183747
776379,0.22359550561797753,0.040074906367041196,0.021348314606741574,0.25326677097151734
479663,0.2277409860191317,0.039367181751287714,0.021339220014716703,0.2511222497127534
1004475,0.22868497109826588,0.039378612716763,0.02167630057803468,0.2519292967280927
761786,0.23194050991501416,0.03859773371104816,0.021246458923512748,0.2509920184162058
1006932,0.23336816440264715,0.04179728317659352,0.02124695228143504,0.25070356452199155
688413,0.23587812393016092,0.04108182129407737,0.021225607668606643,0.250556405569439
530319,0.23809523809523808,0.040526849037487336,0.02127659574468085,0.2541113393171413
626265,0.24011956160743939,0.03985386914646297,0.020923281301893058,0.2534868145970248
322230,0.24311926605504589,0.039318479685452164,0.020642201834862386,0.2518497326057295
1150987,0.24299065420560748,0.04060586529165324,0.0206252014179826,0.2513741897883771
864692,0.24604680581910182,0.03984819734345351,0.02118912080961417,0.25087403886692977
608338,0.2480523527578685,0.039264568401371144,0.020878778435649736,0.2500749247486212
781471,0.24961715160796324,0.03859111791730475,0.020826952526799388,0.24997342274609732
366189,0.2528700906344411,0.038066465256797584,0.02054380664652568,0.2547228527010048
720979,0.2548377493301578,0.03751116403691575,0.020839535576064303,0.2551047497680171
569159,0.2569914630556373,0.03709155136885487,0.020606417427141595,0.25382803393457637
712513,0.25955967555040554,0.03650057937427578,0.020278099652375436,0.2525440255562236
699575,0.2604464796794505,0.03606182026330853,0.02003434459072696,0.25236916389548686
207656,0.26344086021505375,0.035653650254668934,0.02009054895302773,0.25153390815727694
867913,0.2657733109994416,0.035175879396984924,0.02037967615857063,0.25126751678240733
1359666,0.2655086848635236,0.041080783016266886,0.02012682657843948,0.2505166336975272
593526,0.26902173913043476,0.04048913043478261,0.02010869565217391,0.24995873350325673
608079,0.27097808658471406,0.039818278995189735,0.01977552111170497,0.24853866490397983
645663,0.27157894736842103,0.03921052631578947,0.02,0.24902240098603107
767469,0.2750129600829445,0.03862104717470192,0.020736132711249352,0.2481065699649499
489867,0.2796220633299285,0.03804902962206333,0.021195097037793667,0.24687619086806453
685168,0.28158027176648215,0.03749370910920986,0.021137393054856568,0.2457492949019605
358054,0.284862043251305,0.037037037037037035,0.021377081779766344,0.24519098709344317
445491,0.2884803921568627,0.03651960784313726,0.02107843137254902,0.24335541668786542
840708,0.2903069857384578,0.03601643703166546,0.02102973168963017,0.24306759679037088
473213,0.2941738299904489,0.035577841451766956,0.020773638968481375,0.24149665313196314
984504,0.2936170212765957,0.03522458628841608,0.020803782505910164,0.24143146900269513
279495,0.29771348576761547,0.034764349043397105,0.02053196453569762,0.23901891104665182
492861,0.30221300138312585,0.03434762563393269,0.02028584601198709,0.23698878825495315
541638,0.3051696652243225,0.03393304486449556,0.020496470052379867,0.23645417114568576
777025,0.3079685746352413,0.033445566778900114,0.020875420875420877,0.23646300719925664
273892,0.31066666666666665,0.03311111111111111,0.020666666666666667,0.2358254334635713
525523,0.3132291437376183,0.03279771076381246,0.020471054369359455,0.23502402890304935
569063,0.31534276387377586,0.03242655059847661,0.020674646354733407,0.23481555713000418
604346,0.317937701396348,0.03200859291084855,0.02062298603651987,0.23328459698180173
1047117,0.3184807977933376,0.032463399108847865,0.021217907914279653,0.23645527807017502
429224,0.32038631114843585,0.03212261179928617,0.02141507453285744,0.23615330216919697
326236,0.3226074320116255,0.03176250778492838,0.021382603280049824,0.23558151565180055
606190,0.3242411812961444,0.031378178835110744,0.021123872026251024,0.2347348382384073
797426,0.3264353824305133,0.0310407790626902,0.021505376344086023,0.2348632765912892
395995,0.32871485943775103,0.03072289156626506,0.021285140562248995,0.2340940082867199
398543,0.3318100536459368,0.03039936419630439,0.021060997417047488,0.23282348135245834
583785,0.3339236521054703,0.03010625737898465,0.0222353404171586,0.23368707932643468
