hambase_bytes_txd_rxd,hit_rate,drop_rate,retransmit_rate,avg_latency
281882,0.0,0.0,0.0,0.30419300000000005
253353,0.0,0.0,0.0,0.32224566666666665
121397,0.0,0.0,0.0,0.2985703913043478
101808,0.029411764705882353,0.0,0.0,0.32879585294117647
74537,0.024390243902439025,0.0,0.0,0.322322512195122
234088,0.02040816326530612,0.0,0.02040816326530612,0.3497814693877551
319756,0.016666666666666666,0.0,0.03333333333333333,0.5266748833333332
354570,0.013888888888888888,0.0,0.027777777777777776,0.5005397916666666
291020,0.011904761904761904,0.0,0.023809523809523808,0.45955459523809516
353847,0.021739130434782608,0.0,0.021739130434782608,0.4395869891304347
61164,0.030303030303030304,0.0,0.020202020202020204,0.4156978383838383
61543,0.038461538461538464,0.0,0.019230769230769232,0.4021016538461538
36405,0.037037037037037035,0.0,0.027777777777777776,0.4067718796296295
294444,0.035398230088495575,0.0,0.02654867256637168,0.4014095132743362
127136,0.047619047619047616,0.0,0.023809523809523808,0.38384373015873
439181,0.050359712230215826,0.0,0.02877697841726619,0.37597629496402857
124492,0.06040268456375839,0.0,0.026845637583892617,0.3710110402684562
207513,0.056962025316455694,0.0,0.03164556962025317,0.37077982278481003
342782,0.05357142857142857,0.0,0.02976190476190476,0.3694678452380951
214429,0.056818181818181816,0.0,0.03409090909090909,0.3697579488636362
275967,0.05291005291005291,0.0,0.031746031746031744,0.363551201058201
303806,0.05,0.0,0.03,0.3589116849999999
241030,0.04807692307692308,0.0,0.028846153846153848,0.3565127644230769
271666,0.05429864253393665,0.0,0.027149321266968326,0.3459915746606334
204763,0.05555555555555555,0.0,0.02564102564102564,0.34037378632478615
347430,0.056910569105691054,0.0,0.024390243902439025,0.3367526544715446
101009,0.056,0.0,0.024,0.3355295839999999
49088,0.05859375,0.0,0.0234375,0.33015052734374994
150143,0.05970149253731343,0.0,0.026119402985074626,0.34024418656716404
96862,0.06115107913669065,0.0,0.025179856115107913,0.3342594136690647
127886,0.06293706293706294,0.0,0.024475524475524476,0.33124716433566426
156998,0.060810810810810814,0.0,0.02364864864864865,0.33327116891891895
111477,0.06209150326797386,0.0,0.026143790849673203,0.3325997679738562
94682,0.060897435897435896,0.0,0.02564102564102564,0.3320691923076923
292023,0.05828220858895705,0.0,0.024539877300613498,0.33041288957055204
206121,0.05588235294117647,0.0,0.023529411764705882,0.32948838529411756
298310,0.056818181818181816,0.0,0.02556818181818182,0.32807256818181807
162896,0.055710306406685235,0.0,0.027855153203342618,0.3297698300835654
125031,0.064343163538874,0.0,0.02680965147453083,0.3239625174262734
193803,0.06476683937823834,0.0,0.031088082901554404,0.32607749999999996
129479,0.06615776081424936,0.0,0.030534351145038167,0.32346017811704825
109574,0.065,0.0,0.03,0.32244153249999996
233032,0.06937799043062201,0.0,0.028708133971291867,0.31806148803827744
148745,0.06839622641509434,0.0,0.02830188679245283,0.31886751650943396
85794,0.06944444444444445,0.0,0.027777777777777776,0.32113161342592594
