bit error rate,received error rate
0.9,0
0.9,0
0.10,0
0.11,0
0.13,0
0.14,0
0.15,0
0.16,0.0542763
0.17,0.0155763
0.18,0.00934579
0.19,0.111842
0,0
0.1,0
0.2,0
0.3,0
0.4,0
0.5,0
0.6,0
0.7,0
0.8,0
0.9,0
0.9,0
0.10,0
0.11,0
0.13,0
0.14,0
0.15,0
0.16,0
0.17,0.105263
0.18,0.0155763
0.19,0.120066
0.20,0.146382
0.21,0.136513
0.22,0.154605
0.23,0.161184
0.24,0.148026
0.25,0.151316
0,0
0.1,0
0.2,0
0.3,0
0.4,0
0.5,0
0.6,0
0.7,0
0.8,0
0.9,0
0.9,0
0.10,0
0.11,0
0.13,0
0.14,0
0.15,0
0.16,0
0.17,0
0.18,0.0707237
0.19,0.0888158
0.20,0.105263
0.21,0.111842
0,0
0.1,0
0.2,0
0.3,0
0.4,0
0.5,0
0.6,0
0.7,0
0.8,0
0.9,0
0.9,0
0.10,0
0.11,0
0.13,0
0.14,0
0.15,0
0.16,0
0.17,0.0394737
0.18,0.123355
0.19,0.116776
0.20,0.149671
0,0
0.1,0
0.2,0
0.3,0
0.4,0
0.5,0
0.6,0
0.7,0
0.8,0
0.9,0
0.9,0
0.10,0
0.11,0
0.13,0
0.14,0
0.15,0.0186916
0.16,0
0.17,0.0218069
0.18,0
0.19,0.143302
0.20,0.120066
0.21,0.134868
0.22,0.131579
0.23,0.177632
0.24,0.134868
0.25,0.141447
0.26,0.152961
0.27,0.166118
0,0
0.1,0
0.2,0
0.3,0
0.4,0
0.5,0
0.6,0
0.7,0
0.8,0
0.9,0
0.9,0
0.10,0
0.11,0
0.13,0
0.14,0
0.15,0
0.16,0
0.17,0.0904605
0.18,0
0.19,0.0280374
0.20,0.118421
0.21,0.0970395
0.22,0.125
0,0
0.1,0
0.2,0
0.3,0
0.4,0
0.5,0
0.6,0
0.7,0
0.8,0
0.9,0
0.9,0
0.10,0
0.11,0
0.13,0
0.14,0
0.15,0
0.16,0
0.17,0.0996885
0,0
0.1,0
0.2,0
0.3,0
0.4,0
0.5,0
0.6,0
0.7,0
0.8,0
0.9,0
0.9,0
0.10,0
0.11,0
0.13,0
0.14,0
0.15,0
0.16,0.0822368
0.17,0.0723684
0.18,0.0124611
0.19,0.111842
0.20,0.157895
0.21,0.148026
0.22,0.15625
0.23,0.151316
0.24,0.128289
0.25,0.154605
0.26,0.202303
0.27,0.157895
0.28,0.189145
0.29,0.210526
0.30,0.195724
0.31,0.182566
0.32,0.174342
0.33,0.166118
0,0
0.1,0
0.2,0
0.3,0
0.4,0
0.5,0
0.6,0
0.7,0
0.8,0
0.9,0
0.9,0
0.10,0
0.11,0
0.13,0
0.14,0
0.15,0
0.16,0.105263
0.17,0.0218069
0.18,0.100329
0.19,0.103618
0,0
0.1,0
0.2,0
0.3,0
0.4,0
0.5,0
0.6,0
0.7,0
0.8,0
0.9,0
0.9,0
0.10,0
0.11,0
0.13,0
0.14,0
0.15,0
0.16,0.108553
0.17,0.0641447
0.18,0.0625
0.19,0.128289
0.20,0.133224
0.21,0.0970395
0,0
0.1,0
0.2,0
0.3,0
0.4,0
0.5,0
0.6,0
0.7,0
0.8,0
0.9,0
0.9,0
0.10,0
0.11,0
0.13,0
0.14,0
0.15,0
0.16,0
0,0
0.1,0
0.2,0
0.3,0
0.4,0
0.5,0
0.6,0
0.7,0
0.8,0
0.9,0
0.9,0
0.10,0
0.11,0
0.13,0
0.14,0
0.15,0
0.16,0.0280374
0.17,0.129934
0.18,0.0657895
0,0
0.1,0
0.2,0
0.3,0
0.4,0
0.5,0
0.6,0
0.7,0
0.8,0
0.9,0
0.9,0
0.10,0
0.11,0
0.13,0
0.14,0
0.15,0
0.16,0.0186916
0.17,0.0155763
0.18,0.00934579
0.19,0.128289
0,0
0.1,0
0.2,0
0.3,0
0.4,0
0.5,0
0.6,0
0.7,0
0.8,0
0.9,0
0.9,0
0.10,0
0.11,0
0.13,0
0.14,0
0.15,0
0.16,0.0623053
0.17,0.0592105
0,0
0.1,0
0.2,0
0.3,0
0.4,0
0.5,0
0.6,0
0.7,0
0.8,0
0.9,0
0.9,0
0.10,0
0.11,0
0.13,0
0.14,0
0.15,0.0311526
0.16,0.0218069
0.17,0.106908
0.18,0.116776
0.19,0.146382
0.20,0.148026
0.21,0.148026
0.22,0.180921
0.23,0.169408
0.24,0.174342
0.25,0.169408
0,0
0.1,0
0.2,0
0.3,0
0.4,0
0.5,0
0.6,0
0.7,0
0.8,0
0.9,0
0.9,0
0.10,0
0.11,0
0.13,0
0.14,0
0.15,0
0.16,0
0.17,0.0542763
0.18,0.0789474
0.19,0.103618
0.20,0.131579
0.21,0.136513
0.22,0.120066
0.23,0.15625
0,0
0.1,0
0.2,0
0.3,0
0.4,0
0.5,0
0.6,0
0.7,0
0.8,0
0.9,0
0.9,0
0.10,0
0.11,0
0.13,0
0.14,0
0.15,0
0.16,0
0,0
0.1,0
0.2,0
0.3,0
0.4,0
0.5,0
0.6,0
0.7,0
0.8,0
0.9,0
0.9,0
0.10,0
0.11,0
0.13,0
0.14,0
0.15,0
0.16,0.0756579
0.17,0.0155763
0.18,0.00493421
0.19,0.0904605
0.20,0.136513
0.21,0.0657895
0.22,0.141447
0.23,0.166118
0.24,0.115132
0.25,0.184211
0,0
0.1,0
0.2,0
0.3,0
0.4,0
0.5,0
0.6,0
0.7,0
0.8,0
0.9,0
0.9,0
0.10,0
0.11,0
0.13,0.0155763
0.14,0
0.15,0
0.16,0
0.17,0.124629
0,0
0.1,0
0.2,0
0.3,0
0.4,0
0.5,0
0.6,0
0.7,0
0.8,0
0.9,0
0.9,0
0.10,0
0.11,0
0.13,0
0.14,0
0.15,0.0965732
0.16,0.0186916
0.17,0.0249221
0.18,0
0.19,0.0953947
0.20,0.115132
0.21,0.111842
0.22,0.151316
0,0
0.1,0
0.2,0
0.3,0
0.4,0
0.5,0
0.6,0
0.7,0
0.8,0
0.9,0
0.9,0
0.10,0
0.11,0
0.13,0
0.14,0
0.15,0
0.16,0
0.17,0.121711
0,0
0.1,0
0.2,0
0.3,0
0.4,0
0.5,0
0.6,0
0.7,0
0.8,0
0.9,0
0.9,0
0.10,0
0.11,0
0.13,0
0.14,0
0.15,0
0.16,0.0953947
0.17,0.0822368
0.18,0.0921053
0.19,0.0888158
0.20,0.134868
0,0
0.1,0
0.2,0
0.3,0
0.4,0
0.5,0
0.6,0
0.7,0
0.8,0
0.9,0
0.9,0
0.10,0
0.11,0
0.13,0
0.14,0
0.15,0
0,0
0.1,0
0.2,0
0.3,0
0.4,0
0.5,0
0.6,0
0.7,0
0.8,0
0.9,0
0.9,0
0.10,0
0.11,0
0.13,0
0.14,0
0.15,0
0.16,0.00934579
0.17,0.121711
0.18,0.113487
0.19,0.133224
0.20,0.151316
0.21,0.133224
0.22,0.123355
0.23,0.15625
0.24,0.194079
0.25,0.166118
0,0
0.1,0
0.2,0
0.3,0
0.4,0
0.5,0
0.6,0
0.7,0
0.8,0
0.9,0
0.9,0
0.10,0
0.11,0
0.13,0
0.14,0
0.15,0
0.16,0
0.17,0.00623053
0.18,0.0921053
0,0
0.1,0
0.2,0
0.3,0
0.4,0
0.5,0
0.6,0
0.7,0
0.8,0
0.9,0
0.9,0
0.10,0
0.11,0
0.13,0
0.14,0
0.15,0
0.16,0
0.17,0.0353982
0.18,0.0526316
0.19,0.0690789
0,0
0.1,0
0.2,0
0.3,0
0.4,0
0.5,0
0.6,0
0.7,0
0.8,0
0.9,0
0.9,0
0.10,0
0.11,0
0.13,0
0.14,0
0.15,0
0.16,0.0342679
0.17,0
0.18,0.0249221
0.19,0.0773026
0.20,0.118421
0.21,0.148026
0,0
0.1,0
0.2,0
0.3,0
0.4,0
0.5,0
0.6,0
0.7,0
0.8,0
0.9,0
0.9,0
0.10,0
0.11,0
0.13,0
0.14,0
0.15,0
0.16,0
0.17,0.0296053
0.18,0.0411184
0.19,0.129934
0.20,0.09375
0.21,0.106908
0.22,0.0805921
0.23,0.131579
0.24,0.159539
0,0
0.1,0
0.2,0
0.3,0
0.4,0
0.5,0
0.6,0
0.7,0
0.8,0
0.9,0
0.9,0
0.10,0
0.11,0
0.13,0
0.14,0
0.15,0
0.16,0
0,0
0.1,0
0.2,0
0.3,0
0.4,0
0.5,0
0.6,0
0.7,0
0.8,0
0.9,0
0.9,0
0.10,0
0.11,0
0.13,0
0.14,0.0986842
0.15,0
0.16,0.0888158
0.17,0.0246711
0.18,0.0986842
0.19,0.0311526
0.20,0.152961
0.21,0.152961
0.22,0.118421
0.23,0.161184
0.24,0.157895
0,0
0.1,0
0.2,0
0.3,0
0.4,0
0.5,0
0.6,0
0.7,0
0.8,0
0.9,0
0.9,0
0.10,0
0.11,0
0.13,0
0.14,0
0.15,0
0.16,0
0.17,0.00934579
0.18,0.115132
0.19,0.136513
0.20,0.0498442
0,0
0.1,0
0.2,0
0.3,0
0.4,0
0.5,0
0.6,0
0.7,0
0.8,0
0.9,0
0.9,0
0.10,0
0.11,0
0.13,0
0.14,0
0.15,0
0,0
0.1,0
0.2,0
0.3,0
0.4,0
0.5,0
0.6,0
0.7,0
0.8,0
0.9,0
0.9,0
0.10,0
0.11,0
0.13,0
0.14,0
0.15,0
0.16,0.00623053
0.17,0.0690789
0.18,0.111842
0.19,0.0822368
0.20,0.201117
0.21,0.159539
0.22,0.23053
0.23,0.167763
0.24,0.134868
0.25,0.154605
0.26,0.171053
0.27,0.179276
0.28,0.154605
0,0
0.1,0
0.2,0
0.3,0
0.4,0
0.5,0
0.6,0
0.7,0
0.8,0
0.9,0
0.9,0
0.10,0
0.11,0
0.13,0
0.14,0.0124611
0.15,0
0.16,0.046729
0.17,0.0970395
0.18,0.0934579
0.19,0.116776
0.20,0.152961
0.21,0.15625
0,0
0.1,0
0.2,0
0.3,0
0.4,0
0.5,0
0.6,0
0.7,0
0.8,0
0.9,0
0.9,0
0.10,0
0.11,0
0.13,0
0.14,0.0218069
0.15,0
0.16,0
0.17,0.0155763
0.18,0.0342679
0.19,0.0427632
0.20,0.126645
0.21,0.0904605
0.22,0.154605
0,0
0.1,0
0.2,0
0.3,0
0.4,0
0.5,0
0.6,0
0.7,0
0.8,0
0.9,0
0.9,0
0.10,0
0.11,0
0.13,0
0.14,0
0.15,0
0.16,0.0123077
0.17,0.0164474
0.18,0.0311526
0.19,0.123355
0,0
0.1,0
0.2,0
0.3,0
0.4,0
0.5,0
0.6,0
0.7,0
0.8,0
0.9,0
0.9,0
0.10,0
0.11,0
0.13,0
0.14,0
0.15,0
0.16,0
0.17,0.0623053
0.18,0.131579
0.19,0.0373832
0.20,0.116776
0,0
0.1,0
0.2,0
0.3,0
0.4,0
0.5,0
0.6,0
0.7,0
0.8,0
0.9,0
0.9,0
0.10,0
0.11,0
0.13,0
0.14,0
0.15,0
0.16,0
0.17,0.0740132
0.18,0.0311526
0.19,0.0155763
0.20,0.0904605
0.21,0.131579
0.22,0.100329
0,0
0.1,0
0.2,0
0.3,0
0.4,0
0.5,0
0.6,0
0.7,0
0.8,0
0.9,0
0.9,0
0.10,0
0.11,0
0.13,0
0.14,0.0311526
0.15,0
0.16,0.0608553
0.17,0.0740132
0.18,0.00934579
0.19,0.126645
0.20,0.146382
0,0
0.1,0
0.2,0
0.3,0
0.4,0
0.5,0
0.6,0
0.7,0
0.8,0
0.9,0
0.9,0
0.10,0
0.11,0
0.13,0
0.14,0
0.15,0.0373832
0.16,0
0.17,0.00623053
0.18,0.00311526
0.19,0.0559211
0.20,0.115132
0,0
0.1,0
0.2,0
0.3,0
0.4,0
0.5,0
0.6,0
0.7,0
0.8,0
0.9,0
0.9,0
0.10,0
0.11,0
0.13,0
0.14,0
0.15,0
0.16,0
0.17,0.108553
0.18,0
0.19,0.131579
0.20,0.0921053
0.21,0.0296053
0.22,0.179276
0.23,0.199013
0,0
0.1,0
0.2,0
0.3,0
0.4,0
0.5,0
0.6,0
0.7,0
0.8,0
0.9,0
0.9,0
0.10,0
0.11,0
0.13,0
0.14,0
0.15,0
0.16,0
0,0
0.1,0
0.2,0
0.3,0
0.4,0
0.5,0
0.6,0
0.7,0
0.8,0
0.9,0
0.9,0
0.10,0
0.11,0
0.13,0
0.14,0
0.15,0
0.16,0.110197
0.17,0.0280374
0.18,0.118421
0.19,0.116776
0.20,0.136513
0.21,0.159539
0.22,0.0592105
0.23,0.172697
0,0
0.1,0
0.2,0
0.3,0
0.4,0
0.5,0
0.6,0
0.7,0
0.8,0
0.9,0
0.9,0
0.10,0
0.11,0
0.13,0
0.14,0.00623053
0.15,0
0.16,0
0.17,0.0559211
0.18,0.0822368
0.19,0.0871711
0.20,0.139803
0.21,0.143092
0.22,0.0986842
0.23,0.129934
0,0
0.1,0
0.2,0
0.3,0
0.4,0
0.5,0
0.6,0
0.7,0
0.8,0
0.9,0
0.9,0
0.10,0
0.11,0
0.13,0
0.14,0
0.15,0
0.16,0.0361842
0.17,0.0311526
0.18,0.0674342
0.19,0.146382
0.20,0.105263
0,0
0.1,0
0.2,0
0.3,0
0.4,0
0.5,0
0.6,0
0.7,0
0.8,0
0.9,0
0.9,0
0.10,0
0.11,0
0.13,0
0.14,0.0263158
0.15,0
0.16,0
0,0
0.1,0
0.2,0
0.3,0
0.4,0
0.5,0
0.6,0
0.7,0
0.8,0
0.9,0
0.9,0
0.10,0
0.11,0
0.13,0
0.14,0
0.15,0
0.16,0.0186916
0,0
0.1,0
0.2,0
0.3,0
0.4,0
0.5,0
0.6,0
0.7,0
0.8,0
0.9,0
0.9,0
0.10,0
0.11,0
0.13,0
0.14,0
0.15,0.0690789
0.16,0.0921053
0.17,0.0625
0.18,0.120066
0.19,0.0249221
0.20,0.144737
0.21,0.133224
0.22,0.174342
0.23,0.149671
0.24,0.143092
0.25,0.121711
0.26,0.15625
0.27,0.175987
0.28,0.141447
0.29,0.169408
0,0
0.1,0
0.2,0
0.3,0
0.4,0
0.5,0
0.6,0
0.7,0
0.8,0
0.9,0
0.9,0
0.10,0
0.11,0
0.13,0
0.14,0.0970395
0.15,0
0.16,0
0.17,0.0186916
0.18,0.0556793
0.19,0.125
0.20,0.141447
0.21,0.118421
0.22,0.144737
0.23,0.126645
0.24,0.149671
0.25,0.166118
0.26,0.148026
0.27,0.159539
0,0
0.1,0
0.2,0
0.3,0
0.4,0
0.5,0
0.6,0
0.7,0
0.8,0
0.9,0
0.9,0
0.10,0
0.11,0
0.13,0
0.14,0.0723684
0.15,0
0.16,0
0,0
0.1,0
0.2,0
0.3,0
0.4,0
0.5,0
0.6,0
0.7,0
0.8,0
0.9,0
0.9,0
0.10,0
0.11,0
0.13,0
0.14,0
0.15,0
0.16,0.0155763
0.17,0.0280374
0.18,0.0855263
0.19,0.139803
0.20,0.172697
0.21,0.113487
0.22,0.152961
0.23,0.143092
0.24,0.141447
0.25,0.174342
0.26,0.180921
0,0
0.1,0
0.2,0
0.3,0
0.4,0
0.5,0
0.6,0
0.7,0
0.8,0
0.9,0
0.9,0
0.10,0
0.11,0
0.13,0
0.14,0
0.15,0
0.16,0
0.17,0.0953947
0.18,0.0756579
0.19,0.00311526
0.20,0.202614
0.21,0.138158
0.22,0.134868
0.23,0.174342
0,0
0.1,0
0.2,0
0.3,0
0.4,0
0.5,0
0.6,0
0.7,0
0.8,0
0.9,0
0.9,0
0.10,0
0.11,0
0.13,0
0.14,0
0.15,0
0.16,0.0186916
0.17,0.0263158
0.18,0.131579
0,0
0.1,0
0.2,0
0.3,0
0.4,0
0.5,0
0.6,0
0.7,0
0.8,0
0.9,0
0.9,0
0.10,0
0.11,0
0.13,0
0.14,0
0.15,0
0.16,0.0249221
0.17,0.106908
0.18,0.115132
0.19,0.113487
0.20,0.120066
0.21,0.144737
0.22,0.128289
0.23,0.167763
0.24,0.146382
0.25,0.148026
0,0
0.1,0
0.2,0
0.3,0
0.4,0
0.5,0
0.6,0
0.7,0
0.8,0
0.9,0
0.9,0
0.10,0
0.11,0
0.13,0
0.14,0.0249221
0.15,0
0.16,0.0280374
0.17,0.0970395
0.18,0.0723684
0.19,0.128289
0.20,0.139803
0.21,0.0921053
0,0
0.1,0
0.2,0
0.3,0
0.4,0
0.5,0
0.6,0
0.7,0
0.8,0
0.9,0
0.9,0
0.10,0
0.11,0
0.13,0
0.14,0
0.15,0.0723684
0.16,0
0.17,0.108553
0.18,0.0280374
0.19,0.0953947
0.20,0.171053
0.21,0.133224
0.22,0.162829
0,0
0.1,0
0.2,0
0.3,0
0.4,0
0.5,0
0.6,0
0.7,0
0.8,0
0.9,0
0.9,0
0.10,0
0.11,0
0,0
0.1,0
0.2,0
0.3,0
0.4,0
0.5,0
0.6,0
0.7,0
0.8,0
0.9,0
0.9,0
0.10,0
0.11,0
0.13,0
0.14,0
0.15,0
0.16,0
0.17,0.0180921
0.18,0.00934579
0,0
0.1,0
0.2,0
0.3,0
0.4,0
0.5,0
0.6,0
0.7,0
0.8,0
0.9,0
0.9,0
0.10,0
0.11,0
0.13,0
0.14,0
0.15,0
0.16,0.00311526
0.17,0.0218069
0.18,0.121711
0.19,0.101974
0,0
0.1,0
0.2,0
0.3,0
0.4,0
0.5,0
0.6,0
0.7,0
0.8,0
0.9,0
0.9,0
0.10,0
0.11,0
0.13,0
0.14,0
0.15,0
0.16,0.159539
0.17,0.0249221
0.18,0.00934579
0.19,0.138158
0,0
0.1,0
0.2,0
0.3,0
0.4,0
0.5,0
0.6,0
0.7,0
0.8,0
0.9,0
0.9,0
0.10,0
0.11,0
0.13,0
0.14,0
0.15,0
0.16,0
0.17,0.141447
0.18,0.121711
0,0
0.1,0
0.2,0
0.3,0
0.4,0
0.5,0
0.6,0
0.7,0
0.8,0
0.9,0
0.9,0
0.10,0
0.11,0
0.13,0
0.14,0
0.15,0
0.16,0
0.17,0.0345395
0.18,0.126645
0.19,0.0953947
0.20,0.116776
0.21,0.179276
0.22,0.103618
0.23,0.154605
0.24,0.171053
0,0
0.1,0
0.2,0
0.3,0
0.4,0
0.5,0
0.6,0
0.7,0
0.8,0
0.9,0
0.9,0
0.10,0
0.11,0
0.13,0
0.14,0
0.15,0
0.16,0.0155763
0.17,0.0197368
0.18,0.0444079
0,0
0.1,0
0.2,0
0.3,0
0.4,0
0.5,0
0.6,0
0.7,0
0.8,0
0.9,0
0.9,0
0.10,0
0.11,0
0.13,0
0.14,0
0.15,0.0124611
0.16,0
0.17,0.0186916
0.18,0.0805921
0.19,0.126645
0.20,0.182566
0.21,0.144737
0.22,0.134868
0.23,0.167763
0.24,0.129934
0.25,0.167763
0,0
0.1,0
0.2,0
0.3,0
0.4,0
0.5,0
0.6,0
0.7,0
0.8,0
0.9,0
0.9,0
0.10,0
0.11,0
0.13,0
0.14,0
0.15,0
0.16,0
0.17,0
0.18,0.0280374
0.19,0.0155763
0,0
0.1,0
0.2,0
0.3,0
0.4,0
0.5,0
0.6,0
0.7,0
0.8,0
0.9,0
0.9,0
0.10,0
0.11,0
0.13,0
0.14,0
0.15,0
0.16,0.0460526
0.17,0
0.18,0.0657895
0,0
0.1,0
0.2,0
0.3,0
0.4,0
0.5,0
0.6,0
0.7,0
0.8,0
0.9,0
0.9,0
0.10,0
0.11,0
0.13,0
0.14,0
0.15,0
0.16,0.00623053
0,0
0.1,0
0.2,0
0.3,0
0.4,0
0.5,0
0.6,0
0.7,0
0.8,0
0.9,0
0.9,0
0.10,0
0.11,0
0.13,0
0.14,0
0.15,0.00934579
0.16,0
0.17,0.00623053
0.18,0.0953947
0,0
0.1,0
0.2,0
0.3,0
0.4,0
0.5,0
0.6,0
0.7,0
0.8,0
0.9,0
0.9,0
0.10,0
0.11,0
0.13,0
0.14,0
0.15,0
0.16,0
0.17,0.0342679
0.18,0.0756579
0.19,0.0509868
0.20,0.152961
0.21,0.121711
0,0
0.1,0
0.2,0
0.3,0
0.4,0
0.5,0
0.6,0
0.7,0
0.8,0
0.9,0
0.9,0
0.10,0
0.11,0
0.13,0
0.14,0
0.15,0
0.16,0
0.17,0.0509868
0.18,0.123355
0.19,0.0328947
0.20,0.105263
0.21,0.149671
0.22,0.141447
0.23,0.138158
0,0
0.1,0
0.2,0
0.3,0
0.4,0
0.5,0
0.6,0
0.7,0
0.8,0
0.9,0
0.9,0
0.10,0
0.11,0
0.13,0
0.14,0
0.15,0.0436137
0.16,0.0124611
0.17,0.0249221
0.18,0.0186916
0.19,0.133224
0.20,0.175987
0.21,0.0970395
0.22,0.121711
0.23,0.133224
0.24,0.136513
0,0
0.1,0
0.2,0
0.3,0
0.4,0
0.5,0
0.6,0
0.7,0
0.8,0
0.9,0
0.9,0
0.10,0
0.11,0
0.13,0
0.14,0
0.15,0
0.16,0.0280374
0.17,0.0838816
0.18,0.0904605
0.19,0.111842
0.20,0.0444079
0.21,0.120066
0.22,0.125
0,0
0.1,0
0.2,0
0.3,0
0.4,0
0.5,0
0.6,0
0.7,0
0.8,0
0.9,0
0.9,0
0.10,0
0.11,0
0.13,0
0.14,0
0.15,0
0.16,0
0.17,0.106908
0.18,0.0218069
0.19,0.136513
0.20,0.148026
0.21,0.146382
0.22,0.152961
0.23,0.189145
0.24,0.175987
0,0
0.1,0
0.2,0
0.3,0
0.4,0
0.5,0
0.6,0
0.7,0
0.8,0
0.9,0
0.9,0
0.10,0
0.11,0
0.13,0
0.14,0
0.15,0
0.16,0
0.17,0.00623053
0.18,0.0361842
0.19,0.115132
0.20,0.146382
0.21,0.125
0.22,0.125
0.23,0.159539
0,0
0.1,0
0.2,0
0.3,0
0.4,0
0.5,0
0.6,0
0.7,0
0.8,0
0.9,0
0.9,0
0.10,0
0.11,0
0.13,0
0.14,0
0.15,0
0.16,0.0740132
0.17,0
0.18,0.136513
0.19,0.113487
0.20,0.116776
0.21,0.123355
0.22,0.149671
0,0
0.1,0
0.2,0
0.3,0
0.4,0
0.5,0
0.6,0
0.7,0
0.8,0
0.9,0
0.9,0
0.10,0
0.11,0
0.13,0
0.14,0
0.15,0
0.16,0
0.17,0.0789474
0.18,0.0822368
0.19,0.105263
0.20,0.121711
0.21,0.161184
0.22,0.148026
0.23,0.136513
0.24,0.162829
0,0
0.1,0
0.2,0
0.3,0
0.4,0
0.5,0
0.6,0
0.7,0
0.8,0
0.9,0
0.9,0
0.10,0
0.11,0
0.13,0
0.14,0
0.15,0.0218069
0.16,0
0.17,0.168224
0.18,0.0280374
0.19,0.136513
0.20,0.138158
0.21,0.123355
0,0
0.1,0
0.2,0
0.3,0
0.4,0
0.5,0
0.6,0
0.7,0
0.8,0
0.9,0
0.9,0
0.10,0
0.11,0
0.13,0
0.14,0
0.15,0
0.16,0.0311526
0.17,0.0542763
0.18,0.106908
0.19,0.0723684
0.20,0.174342
0.21,0.0218069
0.22,0.0756579
0.23,0.159539
0.24,0.143092
0.25,0.161184
0.26,0.139803
0.27,0.175987
0.28,0.179276
0.29,0.166118
0.30,0.161184
0.31,0.152961
0.32,0.205592
0.33,0.202303
0.33,0.205592
0.34,0.190789
0.35,0.192434
0,0
0.1,0
0.2,0
0.3,0
0.4,0
0.5,0
0.6,0
0.7,0
0.8,0
0.9,0
0.9,0
0.10,0
0.11,0
0.13,0
0.14,0
0.15,0.0460526
0.16,0
0.17,0
0.18,0.00623053
0.19,0.129934
0.20,0.106908
0.21,0.136513
0.22,0.131579
0.23,0.152961
0.24,0.138158
0,0
0.1,0
0.2,0
0.3,0
0.4,0
0.5,0
0.6,0
0.7,0
0.8,0
0.9,0
0.9,0
0.10,0
0.11,0
0.13,0
0.14,0
0.15,0
0.16,0
0.17,0.0280374
0.18,0.0186916
0.19,0.0529595
0.20,0.148026
0,0
0.1,0
0.2,0
0.3,0
0.4,0
0.5,0
0.6,0
0.7,0
0.8,0
0.9,0
0.9,0
0.10,0
0.11,0
0.13,0
0.14,0
0.15,0
0.16,0.0690789
0.17,0.0707237
0.18,0.0740132
0.19,0.111842
0,0
0.1,0
0.2,0
0.3,0
0.4,0
0.5,0
0.6,0
0.7,0
0.8,0
0.9,0
0.9,0
0.10,0
0.11,0
0.13,0
0.14,0
0.15,0.0559211
0.16,0.0592105
0.17,0.00934579
0.18,0.0218069
0.19,0.0249221
0.20,0.133224
0.21,0.100329
0,0
0.1,0
0.2,0
0.3,0
0.4,0
0.5,0
0.6,0
0.7,0
0.8,0
0.9,0
0.9,0
0.10,0
0.11,0
0.13,0
0.14,0
0.15,0
0.16,0.0124611
0.17,0
0.18,0.0773026
0,0
0.1,0
0.2,0
0.3,0
0.4,0
0.5,0
0.6,0
0.7,0
0.8,0
0.9,0
0.9,0
0.10,0
0.11,0
0.13,0
0.14,0
0.15,0
0.16,0
0.17,0
0.18,0.157895
0.19,0.138158
0.20,0.115132
0.21,0.159539
0.22,0.128289
0.23,0.125
0.24,0.157895
0.25,0.148026
0.26,0.192434
0,0
0.1,0
0.2,0
0.3,0
0.4,0
0.5,0
0.6,0
0.7,0
0.8,0
0.9,0
0.9,0
0.10,0
0.11,0
0.13,0
0.14,0
0.15,0.0280374
0.16,0
0.17,0.0180921
0.18,0.0460526
0.19,0.0822368
0.20,0.120066
0.21,0.113487
0.22,0.141447
0,0
0.1,0
0.2,0
0.3,0
0.4,0
0.5,0
0.6,0
0.7,0
0.8,0
0.9,0
0.9,0
0.10,0
0.11,0
0.13,0
0.14,0
0.15,0
0.16,0
0.17,0.0218069
0.18,0.15625
0.19,0.0855263
0.20,0.105263
0.21,0.151316
0.22,0.154605
0.23,0.134868
0.24,0.184211
0.25,0.159539
0,0
0.1,0
0.2,0
0.3,0
0.4,0
0.5,0
0.6,0
0.7,0
0.8,0
0.9,0
0.9,0
0.10,0
0.11,0
0.13,0
0.14,0.0279605
0.15,0
0.16,0
0.17,0.105263
0.18,0.0249221
0.19,0.119266
0.20,0.0986842
0.21,0.118421
0.22,0.116776
0.23,0.167763
0,0
0.1,0
0.2,0
0.3,0
0.4,0
0.5,0
0.6,0
0.7,0
0.8,0
0.9,0
0.9,0
0.10,0
0.11,0
0.13,0
0.14,0
0.15,0
0.16,0
0.17,0.108553
0.18,0.0186916
0.19,0.0986842
0,0
0.1,0
0.2,0
0.3,0
0.4,0
0.5,0
0.6,0
0.7,0
0.8,0
0.9,0
0.9,0
0.10,0
0.11,0
0.13,0
0.14,0
0.15,0
0.16,0.0280374
0.17,0.0311526
0.18,0
0.19,0.113487
0.20,0.125
0.21,0.113487
0.22,0.0888158
0.23,0.129934
0.24,0.143092
0.25,0.143092
0.26,0.15625
0.27,0.184211
0.28,0.199013
0,0
0.1,0
0.2,0
0.3,0
0.4,0
0.5,0
0.6,0
0.7,0
0.8,0
0.9,0
0.9,0
0.10,0
0.11,0
0.13,0
0.14,0
0.15,0
0.16,0
0.17,0.0685358
0.18,0.0197368
0.19,0.101974
0.20,0.0888158
0.21,0.164474
0.22,0.136513
0.23,0.136513
0.24,0.162829
0,0
0.1,0
0.2,0
0.3,0
0.4,0
0.5,0
0.6,0
0.7,0
0.8,0
0.9,0
0.9,0
0.10,0
0.11,0
0.13,0
0.14,0
0.15,0
0.16,0
0.17,0.0361842
0.18,0.0789474
0,0
0.1,0
0.2,0
0.3,0
0.4,0
0.5,0
0.6,0
0.7,0
0.8,0
0.9,0
0.9,0
0.10,0
0.11,0
0.13,0
0.14,0
0.15,0
0.16,0.0560748
0.17,0.0280374
0.18,0.121711
0.19,0.0249221
0.20,0.101974
0.21,0.129934
0.22,0.159539
0,0
0.1,0
0.2,0
0.3,0
0.4,0
0.5,0
0.6,0
0.7,0
0.8,0
0.9,0
0.9,0
0.10,0
0.11,0
0.13,0
0.14,0
0.15,0.0249221
0.16,0.0723684
0.17,0
0.18,0.110197
0.19,0.0855263
0,0
0.1,0
0.2,0
0.3,0
0.4,0
0.5,0
0.6,0
0.7,0
0.8,0
0.9,0
0.9,0
0.10,0
