bit error rate,received error rate
0.17,0
0.18,0.123355
0.19,0.118421
0.20,0.125
0.21,0.133224
0.22,0.162829
0.23,0.138158
0,0
0.1,0
0.2,0
0.3,0
0.4,0
0.5,0
0.6,0
0.7,0
0.8,0
0.9,0
0.9,0
0.10,0
0.11,0
0.13,0
0.14,0
0.15,0.0186916
0.16,0
0.17,0
0.18,0.0921053
0.19,0.133224
0.20,0.171053
0.21,0.146382
0.22,0.157895
0.23,0.125
0.24,0.129934
0.25,0.169408
0.26,0.144737
0.27,0.159539
0.28,0.205592
0.29,0.180921
0,0
0.1,0
0.2,0
0.3,0
0.4,0
0.5,0
0.6,0
0.7,0
0.8,0
0.9,0
0.9,0
0.10,0
0.11,0
0.13,0
0.14,0
0.15,0
0.16,0.0805921
0.17,0.105263
0.18,0.0805921
0.19,0.0986842
0.20,0
0.21,0.131579
0.22,0.167763
0.23,0.166118
0,0
0.1,0
0.2,0
0.3,0
0.4,0
0.5,0
0.6,0
0.7,0
0.8,0
0.9,0
0.9,0
0.10,0
0.11,0
0.13,0
0.14,0
0.15,0
0,0
0.1,0
0.2,0
0.3,0
0.4,0
0.5,0
0.6,0
0.7,0
0.8,0
0.9,0
0.9,0
0.10,0
0.11,0
0.13,0
0.14,0
0.15,0
0.16,0.0155763
0.17,0.0155763
0.18,0.131579
0.19,0.115132
0.20,0.114914
0.21,0.161184
0.22,0.110197
0.23,0.144737
0.24,0.164474
0.25,0.157895
0.26,0.180921
0.27,0.171053
0.28,0.179276
0.29,0.212171
0.30,0.164474
0,0
0.1,0
0.2,0
0.3,0
0.4,0
0.5,0
0.6,0
0.7,0
0.8,0
0.9,0
0.9,0
0.10,0
0.11,0
0.13,0
0.14,0
0.15,0.0328947
0.16,0.0402477
0.17,0.0740132
0.18,0.09375
0.19,0.131579
0,0
0.1,0
0.2,0
0.3,0
0.4,0
0.5,0
0.6,0
0.7,0
0.8,0
0.9,0
0.9,0
0.10,0
0.11,0
0.13,0
0.14,0
0.15,0
0.16,0
0.17,0.106908
0.18,0.09375
0.19,0.110197
0.20,0.139803
0,0
0.1,0
0.2,0
0.3,0
0.4,0
0.5,0
0.6,0
0.7,0
0.8,0
0.9,0
0.9,0
0.10,0
0.11,0
0.13,0
0.14,0
0.15,0
0.16,0
0.17,0.141447
0.18,0.0855263
0.19,0.154605
0.20,0.100329
0,0
0.1,0
0.2,0
0.3,0
0.4,0
0.5,0
0.6,0
0.7,0
0.8,0
0.9,0
0.9,0
0.10,0
0.11,0
0.13,0
0.14,0
0.15,0
0.16,0
0.17,0
0.18,0.133056
0.19,0.121711
0.20,0.121711
0.21,0.116776
0.22,0.134868
0.23,0.180921
0.24,0.146382
0.25,0.136513
0.26,0.184211
0.27,0.174342
0,0
0.1,0
0.2,0
0.3,0
0.4,0
0.5,0
0.6,0
0.7,0
0.8,0
0.9,0
0.9,0
0.10,0
0.11,0
0.13,0
0.14,0
0.15,0
0.16,0
0.17,0.101974
0.18,0.128289
0,0
0.1,0
0.2,0
0.3,0
0.4,0
0.5,0
0.6,0
0.7,0
0.8,0
0.9,0
0.9,0
0.10,0
0.11,0
0.13,0
0.14,0
0.15,0
0.16,0
0.17,0.00934579
0.18,0.00623053
0,0
0.1,0
0.2,0
0.3,0
0.4,0
0.5,0
0.6,0
0.7,0
0.8,0
0.9,0
0.9,0
0.10,0
0.11,0
0.13,0
0.14,0
0.15,0
0.16,0.0690789
0.17,0.0124611
0,0
0.1,0
0.2,0
0.3,0
0.4,0
0.5,0
0.6,0
0.7,0
0.8,0
0.9,0
0.9,0
0.10,0
0.11,0
0.13,0
0.14,0
0.15,0
0.16,0.0592105
0.17,0.0124611
0.18,0.0509868
0.19,0.118421
0.20,0.0641447
0,0
0.1,0
0.2,0
0.3,0
0.4,0
0.5,0
0.6,0
0.7,0
0.8,0
0.9,0
0.9,0
0.10,0
0.11,0
0.13,0
0.14,0
0.15,0
0.16,0
0.17,0.126645
0,0
0.1,0
0.2,0
0.3,0
0.4,0
0.5,0
0.6,0
0.7,0
0.8,0
0.9,0
0.9,0
0.10,0
0.11,0
0.13,0
0.14,0
0.15,0
0.16,0
0.17,0.0778816
0.18,0.103618
0.19,0.125
0.20,0.0361842
0.21,0.131579
0.22,0.133224
0.23,0.146382
0.24,0.125
0.25,0.171053
0,0
0.1,0
0.2,0
0.3,0
0.4,0
0.5,0
0.6,0
0.7,0
0.8,0
0.9,0
0.9,0
0.10,0
0.11,0
0.13,0
0.14,0
0.15,0
0.16,0.103618
0.17,0
0.18,0.0124611
0.19,0.100329
0.20,0.103618
0.21,0.164474
0.22,0.159539
0.23,0.166118
0.24,0.134868
0.25,0.169408
0.26,0.146382
0,0
0.1,0
0.2,0
0.3,0
0.4,0
0.5,0
0.6,0
0.7,0
0.8,0
0.9,0
0.9,0
0.10,0
0.11,0
0.13,0
0.14,0
0.15,0
0.16,0.0249221
0.17,0.0186916
0.18,0.0592105
0.19,0.110197
0.20,0.110197
0.21,0.144737
0.22,0.129934
0.23,0.113487
0.24,0.182566
0.25,0.194079
0.26,0.148026
0.27,0.139803
0,0
0.1,0
0.2,0
0.3,0
0.4,0
0.5,0
0.6,0
0.7,0
0.8,0
0.9,0
0.9,0
0.10,0
0.11,0
0.13,0
0.14,0
0.15,0
0.16,0
0.17,0.0740132
0.18,0.182566
0.19,0.126645
0,0
0.1,0
0.2,0
0.3,0
0.4,0
0.5,0
0.6,0
0.7,0
0.8,0
0.9,0
0.9,0
0.10,0
0.11,0
0.13,0
0.14,0
0.15,0
0.16,0.125
0.17,0.120066
0.18,0.0838816
0.19,0.0575658
0,0
0.1,0
0.2,0
0.3,0
0.4,0
0.5,0
0.6,0
0.7,0
0.8,0
0.9,0
0.9,0
0.10,0
0.11,0
0.13,0
0.14,0
0.15,0
0.16,0.00328947
0.17,0.0921053
0.18,0.0311526
0.19,0.101974
0.20,0.111842
0.21,0.126645
0.22,0.118421
0.23,0.171053
0.24,0.143092
0.25,0.171053
0.26,0.180921
0,0
0.1,0
0.2,0
0.3,0
0.4,0
0.5,0
0.6,0
0.7,0
0.8,0
0.9,0
0.9,0
0.10,0
0.11,0
0.13,0
0.14,0
0.15,0
0.16,0
0.17,0.0904605
0.18,0.106908
0,0
0.1,0
0.2,0
0.3,0
0.4,0
0.5,0
0.6,0
0.7,0
0.8,0
0.9,0
0.9,0
0.10,0
0.11,0
0.13,0
0.14,0
0.15,0
0.16,0
0.17,0
0.18,0.0280374
0.19,0.103618
0.20,0.116776
0.21,0.121711
0.22,0.134868
0.23,0.105263
0.24,0.149671
0.25,0.166118
0.26,0.144737
0.27,0.166118
0.28,0.172697
0.29,0.157895
0,0
0.1,0
0.2,0
0.3,0
0.4,0
0.5,0
0.6,0
0.7,0
0.8,0
0.9,0
0.9,0
0.10,0
0.11,0
0.13,0
0.14,0
0.15,0
0.16,0.0207715
0.17,0
0.18,0.0592105
0.19,0.143092
0.20,0.125
0.21,0.129934
0.22,0.111842
0.23,0.136513
0.24,0.0970395
0.25,0.167763
0.26,0.139803
0,0
0.1,0
0.2,0
0.3,0
0.4,0
0.5,0
0.6,0
0.7,0
0.8,0
0.9,0
0.9,0
0.10,0
0.11,0
0.13,0
0.14,0
0.15,0.00311526
0.16,0
0.17,0.139803
0.18,0.0378289
0.19,0.0155763
0.20,0.120066
0.21,0.133224
0.22,0.171053
0.23,0.128289
0.24,0.149671
0.25,0.180921
0.26,0.169408
0.27,0.152961
0.28,0.167763
0.29,0.184211
0,0
0.1,0
0.2,0
0.3,0
0.4,0
0.5,0
0.6,0
0.7,0
0.8,0
0.9,0
0.9,0
0.10,0
0.11,0
0.13,0
0.14,0
0.15,0
0.16,0.0155763
0.17,0
0.18,0.0756579
0.19,0.120066
0.20,0.144737
0,0
0.1,0
0.2,0
0.3,0
0.4,0
0.5,0
0.6,0
0.7,0
0.8,0
0.9,0
0.9,0
0.10,0
0.11,0
0.13,0
0.14,0
0.15,0
0.16,0
0.17,0.0888158
0.18,0.0838816
0,0
0.1,0
0.2,0
0.3,0
0.4,0
0.5,0
0.6,0
0.7,0
0.8,0
0.9,0
0.9,0
0.10,0
0.11,0
0.13,0
0.14,0.0124611
0.15,0
0.16,0
0.17,0.0311526
0.18,0.0378619
0.19,0.0778816
0,0
0.1,0
0.2,0
0.3,0
0.4,0
0.5,0
0.6,0
0.7,0
0.8,0
0.9,0
0.9,0
0.10,0
0.11,0
0.13,0
0.14,0
0.15,0
0.16,0.110197
0.17,0.0756579
0.18,0.0155763
0.19,0.0342679
0.20,0.121711
0.21,0.151316
0,0
0.1,0
0.2,0
0.3,0
0.4,0
0.5,0
0.6,0
0.7,0
0.8,0
0.9,0
0.9,0
0.10,0
0.11,0
0.13,0
0.14,0
0.15,0
0.16,0.0361842
0.17,0.100329
0.18,0.0542763
0.19,0.151316
0.20,0.0904605
0.21,0.152961
0.22,0.115132
0.23,0.149671
0.24,0.134868
0.25,0.152961
0.26,0.164474
0.27,0.134868
0.28,0.192434
0.29,0.171053
0.30,0.207237
0.31,0.175987
0.32,0.207237
0.33,0.207237
0,0
0.1,0
0.2,0
0.3,0
0.4,0
0.5,0
0.6,0
0.7,0
0.8,0
0.9,0
0.9,0
0.10,0
0.11,0
0.13,0
0.14,0
0.15,0
0.16,0.0526316
0.17,0
0.18,0.101974
0.19,0.0965732
0.20,0.0657895
0,0
0.1,0
0.2,0
0.3,0
0.4,0
0.5,0
0.6,0
0.7,0
0.8,0
0.9,0
0.9,0
0.10,0
0.11,0
0.13,0
0.14,0
0.15,0
0.16,0.136513
0.17,0.00311526
0.18,0.0186916
0,0
0.1,0
0.2,0
0.3,0
0.4,0
0.5,0
0.6,0
0.7,0
0.8,0
0.9,0
0.9,0
0.10,0
0.11,0
0.13,0
0.14,0
0.15,0.00623053
0.16,0.00623053
0.17,0
0.18,0.09375
0.19,0.113487
0.20,0.144737
0.21,0.129934
0,0
0.1,0
0.2,0
0.3,0
0.4,0
0.5,0
0.6,0
0.7,0
0.8,0
0.9,0
0.9,0
0.10,0
0.11,0
0.13,0
0.14,0
0.15,0
0.16,0.105263
0.17,0
0.18,0.0921053
0.19,0.11838
0.20,0.172697
0.21,0.133224
0,0
0.1,0
0.2,0
0.3,0
0.4,0
0.5,0
0.6,0
0.7,0
0.8,0
0.9,0
0.9,0
0.10,0
0.11,0
0.13,0
0.14,0
0.15,0
0.16,0.00311526
0.17,0.0124611
0.18,0.121495
0,0
0.1,0
0.2,0
0.3,0
0.4,0
0.5,0
0.6,0
0.7,0
0.8,0
0.9,0
0.9,0
0.10,0
0.11,0
0.13,0
0.14,0
0.15,0
0.16,0.00311526
0.17,0.0342679
0.18,0.136499
0,0
0.1,0
0.2,0
0.3,0
0.4,0
0.5,0
0.6,0
0.7,0
0.8,0
0.9,0
0.9,0
0.10,0
0.11,0
0.13,0
0.14,0
0.15,0.0218069
0.16,0
0.17,0.0953947
0.18,0.110197
0.19,0.100329
0.20,0.116776
0.21,0.136513
0.22,0.111842
0.23,0.144737
0.24,0.139803
0.25,0.175987
0,0
0.1,0
0.2,0
0.3,0
0.4,0
0.5,0
0.6,0
0.7,0
0.8,0
0.9,0
0.9,0
0.10,0
0.11,0
0.13,0
0.14,0
0.15,0
0.16,0
0.17,0.0155763
0.18,0.110197
0.19,0.100329
0,0
0.1,0
0.2,0
0.3,0
0.4,0
0.5,0
0.6,0
0.7,0
0.8,0
0.9,0
0.9,0
0.10,0
0.11,0
0.13,0
0.14,0
0.15,0
0.16,0.0888158
0.17,0.211838
0.18,0.138158
0.19,0.0404984
0.20,0.101974
0.21,0.0542763
0.22,0.121711
0.23,0.174342
0.24,0.133224
0,0
0.1,0
0.2,0
0.3,0
0.4,0
0.5,0
0.6,0
0.7,0
0.8,0
0.9,0
0.9,0
0.10,0
0.11,0
0.13,0
0.14,0
0.15,0.104615
0.16,0.108553
0.17,0.0809969
0.18,0.0740132
0.19,0.136778
0.20,0.100329
0.21,0.121711
0.22,0.205592
0,0
0.1,0
0.2,0
0.3,0
0.4,0
0.5,0
0.6,0
0.7,0
0.8,0
0.9,0
0.9,0
0.10,0
0.11,0
0.13,0
0.14,0
0.15,0
0.16,0.0789474
0.17,0
0.18,0.0756579
0.19,0.0311526
0.20,0.131579
0.21,0.139803
0.22,0.154605
0.23,0.171053
0.24,0.276276
0.25,0.189145
0.26,0.180921
0.27,0.169408
0,0
0.1,0
0.2,0
0.3,0
0.4,0
0.5,0
0.6,0
0.7,0
0.8,0
0.9,0
0.9,0
0.10,0
0.11,0
0.13,0
0.14,0
0.15,0
0.16,0.0186916
0.17,0.00934579
0.18,0.143092
0.19,0.0838816
0,0
0.1,0
0.2,0
0.3,0
0.4,0
0.5,0
0.6,0
0.7,0
0.8,0
0.9,0
0.9,0
0.10,0
0.11,0
0.13,0
0.14,0
0.15,0
0.16,0.0608553
0.17,0.0378289
0.18,0.0427632
0.19,0.141447
0.20,0.106908
0,0
0.1,0
0.2,0
0.3,0
0.4,0
0.5,0
0.6,0
0.7,0
0.8,0
0.9,0
0.9,0
0.10,0
0.11,0
0.13,0
0.14,0.0218069
0.15,0
0.16,0.00934579
0.17,0.0575658
0.18,0
0.19,0.139803
0.20,0.136513
0.21,0.09375
0,0
0.1,0
0.2,0
0.3,0
0.4,0
0.5,0
0.6,0
0.7,0
0.8,0
0.9,0
0.9,0
0.10,0
0.11,0
0.13,0
0.14,0.0444079
0.15,0
0.16,0
0,0
0.1,0
0.2,0
0.3,0
0.4,0
0.5,0
0.6,0
0.7,0
0.8,0
0.9,0
0.9,0
0.10,0
0.11,0
0.13,0
0.14,0
0.15,0.0342679
0.16,0
0.17,0.0249221
0.18,0.0460526
0.19,0.144737
0.20,0.166118
0.21,0.131579
0,0
0.1,0
0.2,0
0.3,0
0.4,0
0.5,0
0.6,0
0.7,0
0.8,0
0.9,0
0.9,0
0.10,0
0.11,0
0.13,0
0.14,0
0.15,0
0.16,0.0871711
0.17,0.00623053
0.18,0.0526316
0.19,0.139803
0.20,0.0855263
0.21,0.0953947
0.22,0.154605
0.23,0.152961
0.24,0.144737
0.25,0.185855
0,0
0.1,0
0.2,0
0.3,0
0.4,0
0.5,0
0.6,0
0.7,0
0.8,0
0.9,0
0.9,0
0.10,0
0.11,0
0.13,0
0.14,0
0.15,0
0.16,0
0.17,0
0.18,0.09375
0.19,0.123355
0.20,0.129934
0,0
0.1,0
0.2,0
0.3,0
0.4,0
0.5,0
0.6,0
0.7,0
0.8,0
0.9,0
0.9,0
0.10,0
0.11,0
0.13,0
0.14,0
0.15,0
0.16,0.193146
0.17,0.046729
0.18,0.0838816
0.19,0.0608553
0.20,0.154605
0.21,0.131579
0.22,0.151316
0.23,0.138158
0,0
0.1,0
0.2,0
0.3,0
0.4,0
0.5,0
0.6,0
0.7,0
0.8,0
0.9,0
0.9,0
0.10,0
0.11,0
0.13,0
0.14,0
0.15,0.0115132
0.16,0.0592105
0.17,0
0.18,0.0378289
0.19,0.115132
0.20,0.101974
0,0
0.1,0
0.2,0
0.3,0
0.4,0
0.5,0
0.6,0
0.7,0
0.8,0
0.9,0
0.9,0
0.10,0
0.11,0
0.13,0
0.14,0
0.15,0
0.16,0.0155763
0.17,0
0.18,0.168224
0.19,0.111842
0.20,0.146382
0.21,0.146382
0.22,0.141447
0,0
0.1,0
0.2,0
0.3,0
0.4,0
0.5,0
0.6,0
0.7,0
0.8,0
0.9,0
0.9,0
0.10,0
0.11,0
0.13,0
0.14,0
0.15,0
0.16,0.0345395
0.17,0.0872274
0.18,0.148026
0.19,0.0575658
0.20,0.128289
0.21,0.129934
0.22,0.172697
0.23,0.133224
0.24,0.120066
0.25,0.162829
0.26,0.138158
0.27,0.21875
0,0
0.1,0
0.2,0
0.3,0
0.4,0
0.5,0
0.6,0
0.7,0
0.8,0
0.9,0
0.9,0
0.10,0
0.11,0
0.13,0
0.14,0
0.15,0
0.16,0
0.17,0.0186916
0.18,0.161994
0.19,0.133224
0.20,0.184211
0.21,0.139803
0.22,0.151316
0.23,0.161184
0.24,0.152961
0.25,0.143092
0.26,0.125
0.27,0.129934
0.28,0.197368
0,0
0.1,0
0.2,0
0.3,0
0.4,0
0.5,0
0.6,0
0.7,0
0.8,0
0.9,0
0.9,0
0.10,0
0.11,0
0.13,0
0.14,0
0.15,0
0.16,0.0124611
0.17,0.0608553
0.18,0
0,0
0.1,0
0.2,0
0.3,0
0.4,0
0.5,0
0.6,0
0.7,0
0.8,0
0.9,0
0.9,0
0.10,0
0.11,0
0.13,0
0.14,0
0.15,0
0.16,0
0.17,0.0249221
0.18,0.108553
0.19,0.131579
0.20,0.134868
0,0
0.1,0
0.2,0
0.3,0
0.4,0
0.5,0
0.6,0
0.7,0
0.8,0
0.9,0
0.9,0
0.10,0
0.11,0
0.13,0
0.14,0
0.15,0
0.16,0
0.17,0.123355
0.18,0.0218069
0.19,0.148026
0.20,0.0723684
0.21,0.118421
0.22,0.115132
0.23,0.143092
0,0
0.1,0
0.2,0
0.3,0
0.4,0
0.5,0
0.6,0
0.7,0
0.8,0
0.9,0
0.9,0
0.10,0
0.11,0
0.13,0
0.14,0
0.15,0
0.16,0
0.17,0.0740132
0.18,0.131579
0.19,0.0311526
0.20,0.126645
0.21,0.138158
0.22,0.166118
0.23,0.152961
0.24,0.159539
0.25,0.152961
0.26,0.144737
0.27,0.179276
0,0
0.1,0
0.2,0
0.3,0
0.4,0
0.5,0
0.6,0
0.7,0
0.8,0
0.9,0
0.9,0
0.10,0
0.11,0
0.13,0
0.14,0
0.15,0
0.16,0.0218069
0.17,0.0542763
0.18,0.108553
0,0
0.1,0
0.2,0
0.3,0
0.4,0
0.5,0
0.6,0
0.7,0
0.8,0
0.9,0
0.9,0
0.10,0
0.11,0
0.13,0
0.14,0
0.15,0.0921053
0.16,0.0249221
0.17,0.0230263
0.18,0.0904605
0.19,0.105263
0.20,0.0554017
0.21,0.118421
0.22,0.15625
0,0
0.1,0
0.2,0
0.3,0
0.4,0
0.5,0
0.6,0
0.7,0
0.8,0
0.9,0
0.9,0
0.10,0
0.11,0
0.13,0
0.14,0
0.15,0
0.16,0.0186916
0.17,0
0.18,0.00934579
0.19,0.0526316
0,0
0.1,0
0.2,0
0.3,0
0.4,0
0.5,0
0.6,0
0.7,0
0.8,0
0.9,0
0.9,0
0.10,0
0.11,0
0.13,0
0.14,0
0.15,0
0.16,0.0186916
0.17,0
0.18,0.0953947
0,0
0.1,0
0.2,0
0.3,0
0.4,0
0.5,0
0.6,0
0.7,0
0.8,0
0.9,0
0.9,0
0.10,0
0.11,0
0.13,0
0.14,0
0.15,0
0.16,0.0279605
0.17,0.0608553
0.18,0.115132
0.19,0.0986842
0.20,0.146382
0,0
0.1,0
0.2,0
0.3,0
0.4,0
0.5,0
0.6,0
0.7,0
0.8,0
0.9,0
0.9,0
0.10,0
0.11,0
0.13,0
0.14,0
0.15,0.0444079
0.16,0.0789474
0.17,0.0342679
0.18,0.0186916
0.19,0.157895
0.20,0.129934
0.21,0.139803
0.22,0.143092
0.23,0.123355
0.24,0.134868
0.25,0.202303
0.26,0.151316
0.27,0.175987
0.28,0.197368
0.29,0.194079
0,0
0.1,0
0.2,0
0.3,0
0.4,0
0.5,0
0.6,0
0.7,0
0.8,0
0.9,0
0.9,0
0.10,0
0.11,0
0.13,0
0.14,0
0.15,0
0.16,0.0218069
0.17,0.0740132
0.18,0.0373832
0.19,0.105263
0.20,0.148026
0.21,0.125
0.22,0.194079
0.23,0.0986842
0.24,0.197368
0.25,0.139803
0.26,0.171053
0.27,0.184211
0.28,0.192434
0.29,0.185855
0,0
0.1,0
0.2,0
0.3,0
0.4,0
0.5,0
0.6,0
0.7,0
0.8,0
0.9,0
0.9,0
0.10,0
0.11,0
0.13,0
0.14,0
0.15,0
0.16,0
0.17,0
0,0
0.1,0
0.2,0
0.3,0
0.4,0
0.5,0
0.6,0
0.7,0
0.8,0
0.9,0
0.9,0
0.10,0
0.11,0
0.13,0
0.14,0
0.15,0
0.16,0
0.17,0
0.18,0.108553
0.19,0.138158
0.20,0.118421
0,0
0.1,0
0.2,0
0.3,0
0.4,0
0.5,0
0.6,0
0.7,0
0.8,0
0.9,0
0.9,0
0.10,0
0.11,0
0.13,0
0.14,0
0.15,0
0.16,0
0.17,0.0218069
0.18,0.111842
0.19,0.0921053
0.20,0.131579
0.21,0.111842
0.22,0.23053
0.23,0.177632
0.24,0.159539
0.25,0.154605
0,0
0.1,0
0.2,0
0.3,0
0.4,0
0.5,0
0.6,0
0.7,0
0.8,0
0.9,0
0.9,0
0.10,0
0.11,0
0.13,0
0.14,0
0.15,0
0.16,0.0509868
0.17,0.111842
0.18,0.09375
0.19,0.0186916
0.20,0.110197
0.21,0.116776
0.22,0.136513
0,0
0.1,0
0.2,0
0.3,0
0.4,0
0.5,0
0.6,0
0.7,0
0.8,0
0.9,0
0.9,0
0.10,0
0.11,0
0.13,0
0.14,0
0.15,0
0.16,0.113487
0.17,0.0155763
0.18,0.0871711
0,0
0.1,0
0.2,0
0.3,0
0.4,0
0.5,0
0.6,0
0.7,0
0.8,0
0.9,0
0.9,0
0.10,0
0.11,0
0.13,0
0.14,0
0.15,0
0.16,0.0674342
0.17,0.00311526
0.18,0.0186916
0.19,0.00623053
0.20,0.0155763
0,0
0.1,0
0.2,0
0.3,0
0.4,0
0.5,0
0.6,0
0.7,0
0.8,0
0.9,0
0.9,0
0.10,0
0.11,0
0.13,0
0.14,0
0.15,0
0.16,0.00623053
0,0
0.1,0
0.2,0
0.3,0
0.4,0
0.5,0
0.6,0
0.7,0
0.8,0
0.9,0
0.9,0
0.10,0
0.11,0
0.13,0
0.14,0
0.15,0
0.16,0.00311526
0.17,0.131579
0.18,0.00934579
0.19,0.118421
0,0
0.1,0
0.2,0
0.3,0
0.4,0
0.5,0
0.6,0
0.7,0
0.8,0
0.9,0
0.9,0
0.10,0
0.11,0
0.13,0
0.14,0
0.15,0
0.16,0
0.17,0.0186916
0.18,0.0789474
0.19,0.0444079
0.20,0.0707237
0.21,0.157895
0,0
0.1,0
0.2,0
0.3,0
0.4,0
0.5,0
0.6,0
0.7,0
0.8,0
0.9,0
0.9,0
0.10,0
0.11,0
0.13,0
0.14,0
0.15,0
0.16,0.0542763
0.17,0.00986842
0.18,0.0186916
0.19,0.0888158
0,0
0.1,0
0.2,0
0.3,0
0.4,0
0.5,0
0.6,0
0.7,0
0.8,0
0.9,0
0.9,0
0.10,0
0.11,0
0.13,0
0.14,0
0.15,0
0,0
0.1,0
0.2,0
0.3,0
0.4,0
0.5,0
0.6,0
0.7,0
0.8,0
0.9,0
0.9,0
0.10,0
0.11,0
0.13,0
0.14,0
0.15,0
0.16,0
0.17,0.0404984
0.18,0.0773026
0.19,0.133224
0.20,0.151316
0.21,0.138158
0.22,0.143092
0.23,0.177632
0.24,0.152961
0.25,0.184211
0,0
0.1,0
0.2,0
0.3,0
0.4,0
0.5,0
0.6,0
0.7,0
0.8,0
0.9,0
0.9,0
0.10,0
0.11,0
0.13,0
0.14,0
0.15,0
0.16,0.00311526
0.17,0.0986842
0.18,0
0.19,0.0411184
0.20,0.125
0.21,0.123355
0.22,0.237082
0.23,0.110197
0,0
0.1,0
0.2,0
0.3,0
0.4,0
0.5,0
0.6,0
0.7,0
0.8,0
0.9,0
0.9,0
0.10,0
0.11,0
0.13,0
0.14,0
0.15,0
0.16,0
0.17,0.0838816
0.18,0
0.19,0.130312
0,0
0.1,0
0.2,0
0.3,0
0.4,0
0.5,0
0.6,0
0.7,0
0.8,0
0.9,0
0.9,0
0.10,0
0.11,0
0.13,0
0.14,0
0.15,0
0.16,0.0905983
0.17,0.0155763
0.18,0.0444079
0.19,0.0342679
0.20,0.164474
0.21,0.129934
0.22,0.159539
0,0
0.1,0
0.2,0
0.3,0
0.4,0
0.5,0
0.6,0
0.7,0
0.8,0
0.9,0
0.9,0
0.10,0
0.11,0
0.13,0
0.14,0
0.15,0
0.16,0
0.17,0.0841122
0.18,0.103618
0.19,0.0155763
0.20,0.149671
0.21,0.151316
0,0
0.1,0
0.2,0
0.3,0
0.4,0
0.5,0
0.6,0
0.7,0
0.8,0
0.9,0
0.9,0
0.10,0
0.11,0
0.13,0
0.14,0
0.15,0
0.16,0
0.17,0.115132
0.18,0.0124611
0.19,0.126645
0.20,0.143092
0.21,0.161184
0.22,0.149671
0.23,0.169408
0.24,0.154605
0,0
0.1,0
0.2,0
0.3,0
0.4,0
0.5,0
0.6,0
0.7,0
0.8,0
0.9,0
0.9,0
0.10,0
0.11,0
0.13,0
0.14,0
0.15,0
0.16,0
0.17,0.0674342
0.18,0.100329
0,0
0.1,0
0.2,0
0.3,0
0.4,0
0.5,0
0.6,0
0.7,0
0.8,0
0.9,0
0.9,0
0.10,0
0.11,0
0.13,0
0.14,0
0.15,0
0.16,0.108553
0.17,0.0148026
0.18,0.0218069
0.19,0.123355
0.20,0.141447
0,0
0.1,0
0.2,0
0.3,0
0.4,0
0.5,0
0.6,0
0.7,0
0.8,0
0.9,0
0.9,0
0.10,0
0.11,0
0.13,0
0.14,0
0.15,0
0.16,0.0155763
0.17,0.0707237
0.18,0.108553
0,0
0.1,0
0.2,0
0.3,0
0.4,0
0.5,0
0.6,0
0.7,0
0.8,0
0.9,0
0.9,0
0.10,0
0.11,0
0.13,0
0.14,0
0.15,0
0.16,0.00607903
0,0
0.1,0
0.2,0
0.3,0
0.4,0
0.5,0
0.6,0
0.7,0
0.8,0
0.9,0
0.9,0
0.10,0
0.11,0
0.13,0
0.14,0
0.15,0
0.16,0
0.17,0
0.18,0.0592105
0.19,0.0124611
0.20,0.0740132
0.21,0.154605
0.22,0.162829
0,0
0.1,0
0.2,0
0.3,0
0.4,0
0.5,0
0.6,0
0.7,0
0.8,0
0.9,0
0.9,0
0.10,0
0.11,0
0.13,0
0.14,0
0.15,0
0.16,0
0.17,0.0373832
0.18,0.0342679
0.19,0.0559211
0.20,0.101974
0.21,0.141447
0.22,0.139803
0,0
0.1,0
0.2,0
0.3,0
0.4,0
0.5,0
0.6,0
0.7,0
0.8,0
0.9,0
0.9,0
0.10,0
0.11,0
0.13,0
0.14,0
0.15,0
0.16,0
0,0
0.1,0
0.2,0
0.3,0
0.4,0
0.5,0
0.6,0
0.7,0
0.8,0
0.9,0
0.9,0
0.10,0
0.11,0
0.13,0
0.14,0
0.15,0
0.16,0.0155763
0.17,0.03125
0.18,0.0953947
0.19,0.148026
0.20,0.0690789
0.21,0.115132
0.22,0.148026
0.23,0.146382
0.24,0.161184
0.25,0.164474
0.26,0.174342
0,0
0.1,0
0.2,0
0.3,0
0.4,0
0.5,0
0.6,0
0.7,0
0.8,0
0.9,0
0.9,0
0.10,0
0.11,0
0.13,0
0.14,0
0.15,0
0.16,0.0625
0.17,0.0345395
0.18,0.113487
0.19,0.100329
0.20,0.138158
0.21,0.151316
0.22,0.162829
0.23,0.133224
0,0
0.1,0
0.2,0
0.3,0
0.4,0
0.5,0
0.6,0
0.7,0
0.8,0
0.9,0
0.9,0
0.10,0
0.11,0
0.13,0
0.14,0
0.15,0
0.16,0
0.17,0.0124611
0.18,0.0740132
0.19,0.133224
0,0
0.1,0
0.2,0
0.3,0
0.4,0
0.5,0
0.6,0
0.7,0
0.8,0
0.9,0
0.9,0
0.10,0
0.11,0
0.13,0
0.14,0
0.15,0
0.16,0
0.17,0.0498442
0.18,0.0311526
0.19,0.141447
0.20,0.121711
0.21,0.105263
0.22,0.0986842
0,0
0.1,0
0.2,0
0.3,0
0.4,0
0.5,0
0.6,0
0.7,0
0.8,0
0.9,0
0.9,0
0.10,0
0.11,0
0.13,0
0.14,0.120066
0.15,0
0.16,0.0342679
0.17,0.0311526
0.18,0.0296053
0.19,0.126645
0.20,0.0280374
0.21,0.128289
0,0
0.1,0
0.2,0
